,title,author,summary,category,word_count,age_cat,num_views,num_fav,publication_date,tags,url,download_link
44,Werewolf Academy,Lollie Ermas,"Madison white is a beautiful badass she-wolf her father is alpha and she'll soon be alpha if she doesn't find her mate before she is 18 she'll lead the pack alone madison have been kicked out of 3 schools in the last 2 years of her life because she is known as a ""troublemaker"" and a girl who says it like it is she wants to be respected RIP to the people who dare to disrespect her when she was expelled from a 4th school her parents decided to send her to a werewolf school where they think she'll fit in better
Will Madison get into trouble at her 5th highschool?
Madison have no intention what so ever in finding her mate all she wants to do is finish school turn 18 and be a good alpha for her pack
she doesn't want to find her mate and let him be alpha of her pack she believes she's worked too hard her entire life to be a strong leader/fighter. What will happen if she meets oh so hot and popular Tyler McLeod and finds out he is her mate?
bad guy meets bad girl? W
hat will happen when this hot guy is already alpha of his own pack
will she reject him and lead her pack alone?
will she leave her pack and be luna for her mate's pack?
will she ever accept Tyler?
Will they ever find happiness?
And what about their girlfriend and boyfriend??
Oh yeah they are BOTH in a relationships!",Fantasy,12095 Words,Ages 0 and up,6007,149,01-20-2015,"{'Cheating', 'School', 'Love', 'Werewolves', 'Mate', 'Hate', 'secrets', 'Alphas', 'Dates', 'Jealousy'}",https://www.bookrix.com/_ebook-lollie-ermas-werewolf-academy/,https://www.bookrix.com/Books/Download.html?bookID=ssb5869b70cdb45_1421724148.7312290668&format=epub
45,A Soul Mate's Destiny,Akshara Srri,"Cassie and Derek have been best friends since childhood. Cassie secretly loves Derek, who doesn’t feel the same way. When Derek undergoes some natural changes, he comes to find that Cassie is destined to be his soul-mate, who then starts dating a vampire.

Now as destiny has chosen its path, Cassie is thrust into a world of frightening secrets, preparing herself to deal with love’s battlefield and supernatural wars…",Fantasy,5685 Words,Ages 0 and up,5968,472,05-10-2011,"{'Cassie', 'love', 'crush', 'wizards', 'vampires', 'Derek'}",https://www.bookrix.com/_ebook-akshara-srri-a-soul-mate-039-s-destiny/,https://www.bookrix.com/Books/Download.html?bookID=akshara1233_1305039300.7445108891&format=epub
46,Alpha Male,Bella Woods,"Marina Follow is a 17 year old girl forced to marry the alpha-male of her werewolf pack. She does not love him, but is soon pregnant with his baby and has to make a choice: kill the baby inside her and divorce him, or stay with him and raise the baby. What will she choose?",Fantasy,628 Words,Ages 0 and up,5846,182,07-21-2011,"{'Alpha', 'Male', 'Werewolves', 'women', 'Pack'}",https://www.bookrix.com/_ebook-bella-woods-alpha-male/,https://www.bookrix.com/Books/Download.html?bookID=bellawoods123_1311254519.5452930927&format=epub
47,The Crown Conspiracy,Michael J. Sullivan,"The Crown Conspiracy is a heroic adventure suitable for both young adult readers and general audiences and is reminiscent of Harry Potter and C.S. Lewis. The main characters are Royce Melborn, a skilled thief, and his mercenary partner, Hadrian Blackwater. The two make a profitable living carrying out dangerous assignments for conspiring nobles until they become the unwitting scapegoats in the murder of the king. Sentenced to death, they have only one way out…and so begins this epic tale of treachery and adventure, sword fighting and magic, myth and legend.

The Crown Conspiracy is book one of the multi-book saga: The Riyria Revelations. The series is told through six novels conceived as a single epic tale. Across the entire chronicle, mysteries build, characters evolve, and plots thicken, but each is self-contained and can be read independently of one another. The second book Avempartha is scheduled for release from Aspirations Media, Inc in April 2009.

Michael’s work is already receiving acclaim as The Crown Conspiracy was recognized May 30th, at the national BookExpo exposition in Los Angeles when Foreword Magazine named it a 2007 Book of the Year Finalist for fantasy and science fiction.",Fantasy,12510 Words,Ages 0 and up,5519,121,11-02-2008,"{'action', 'fantasy', 'magic', 'adventure'}",https://www.bookrix.com/_ebook-michael-j-sullivan-the-crown-conspiracy/,https://www.bookrix.com/Books/Download.html?bookID=rsullivan9597_1225625813.5365009308&format=epub
48,The Iron in Blood,Jenny Doe,"Rebecca Harding is an ordinary teenager whose DNA hides an extraordinary secret. A routine blood test after an accident turns her peaceful and rather mundane life upside-down, as she becomes the focus of three powerful brothers with exceptional skills and an age-old secret. As she begins to come to terms with her life as the world’s newest and most reluctant vampire, she is abducted, and must embrace her new powers if she has any hope of escape.",Fantasy,41121 Words,Ages 14 and up,5219,71,05-26-2013,"{'vampire', 'young adult', 'romance'}",https://www.bookrix.com/_ebook-jenny-doe-the-iron-in-blood/,https://www.bookrix.com/Books/Download.html?bookID=ev1e998c29a1a15_1369549816.0243089199&format=epub
49,Gabriel's Mate,Tina Folsom,"After Maya is turned into a vampire against her will, vampire and Scanguards bodyguard Gabriel is charged with protecting her and finding her attacker.

Gabriel has never guarded a body as perfect as Maya's. Moreover, Maya's enticing blend of vulnerability and strength is difficult to resist. Yet resist he must. Even as the sexual tension between them rises and the rogue vampire closes in on them, Gabriel refuses to give into his desire. Despite the intimacies they share, Gabriel fears that if he ever reveals himself fully to her, Maya will react like other women have, running from him, and calling him a monster, a freak, a creature not worth her love.

Will Maya prove to be the one female who cherishes all that Gabriel is?",Fantasy,5525 Words,Ages 16 and up,5047,123,07-23-2012,"{'vampire', 'love', 'vampires', 'paranormal', 'romance'}",https://www.bookrix.com/_ebook-tina-folsom-gabriel-039-s-mate/,https://www.bookrix.com/Books/Download.html?bookID=tina.folsom.com_1343050908.5287549496&format=epub
50,Under the Blood Moon,Jenny Garcia,"Niki is on summer vacation and that means another long 2 months in the Lake House with her parents. Never being aloud to bring anyone with her she is enraged to find out that her mother has invited her friend from the past and her Son, Travis.

Her mother and long last friend have a rocky past. It has been almost 20 years since they have spoke and a lot of things have...changed.

Niki gets wrapped into a fantasy world she never expected. Revenge is raging and no one is safe.",Fantasy,80552 Words,Ages 14 and up,5033,61,01-07-2015,"{'werewolve', 'love', 'fantasy', 'murder', 'romance', 'revenge'}",https://www.bookrix.com/_ebook-jenny-garcia-under-the-blood-moon/,https://www.bookrix.com/Books/Download.html?bookID=zlff6caf6670b35_1405621720.2713079453&format=epub
51,Double Take,A.J. Cole,"Arissa Martin got up on the wrong side of the bed - but that was just the beginning. By the end of the day, she was lying in the middle of a back road while a vampire was trying to get her car started...",Fantasy,46116 Words,Ages 16 and up,4871,172,03-28-2012,"{'Humor', 'Werewolves', 'Vampires'}",https://www.bookrix.com/_ebook-a-j-cole-double-take/,
52,Fallen Into Hell,S.K Nuanes,"""Her scent made every living muscle tense up, her voice brought a haunting melody to my brain. Her lips brought a sin to my soul.""



I've been dead since my eighteenth birthday, I lost everything in one huge blackout, everyone I loved is now gone. It was now 1869, evil exists in all of us, deny it all you want. I'm the son of it, and eternal servant of the darkness. The war between demon hunters and demons has broken into new mutiny, these violent beginnings have violent endings.
I was suppose to kill a demon hunter, but I couldn't something awoke inside me, an arranged marriage is set for me, but a lust inside drove me into the order to love one not to love.



***************
RATED--- M- due to bloody violence, scenes of sensuality,some strong language. And some nudity
((Read at your own risk))
**********************************",Fantasy,31369 Words,Ages 16 and up,4772,187,09-15-2011,"{'undead', 'Supernatural', 'Devil', 'loss,... Show more', 'Demon', 'Love', 'Fiction', 'Murder', 'Vampires'}",https://www.bookrix.com/_ebook-s-k-nuanes-fallen-into-hell/,
53,Tired of Death,Neil Hartley,"You often hear of adventurers hacking their way through dungeons, braving all manner of dangers to reach the treasure, but have you ever spared a thought for the denizens who put their un-life on the line every day to allow such adventures?

No?

Maybe it’s time you had a look then!",Fantasy,24318 Words,Ages 0 and up,4675,129,08-26-2008,"{'magic', 'fantasy', 'comedy', 'wizard', 'horror'}",https://www.bookrix.com/_ebook-neil-hartley-tired-of-death/,https://www.bookrix.com/Books/Download.html?bookID=chinaren_1219748268.6616120338&format=epub
54,why me.,louise stephenson...x,"krissy moves to england with her mum karen.
a couple of months later karen meets mike. there realy happy together so they decide to move in together.krissy likes mike.and wants her mum to be happy.

the only problem for krissy is mikes son tyler is the popularist guy at her school.krissy is one of the
'stay in the background' people.and decides she doesnt want to get to know the snooty rich people.
who ar the popular ones. so she hasnt met tyler yet.

find out what happens with krissy when she finds out who mikes son is.",Fantasy,6695 Words,Ages 0 and up,4609,261,06-30-2010,"{'annoyed', 'hate', 'felings', 'teenagers.', 'love', 'fantasy', 'life', 'lust', 'demanding'}",https://www.bookrix.com/_ebook-louise-stephenson-x-why-me/,https://www.bookrix.com/Books/Download.html?bookID=loulou.babii_1277926861.3528149128&format=epub
55,The Girl with Silver Eyes,Kaitlyn Fetterman,"Emma Redford is an ordinary 17 year old girl that has everything she wants. She has a boyfriend, parents that love her, a pet, two siblings, a big house and lots of friends. But if you change one thing about her will it all come crumbling down? Will no one like her anymore?
That's when her hero, Carter Jamison comes in. He saves her from her boyfriend Josh and everyone. When he finds out that she isn't a full werewolf like he thought, what will he do? What will Emma do when she has to pick between being a werewolf and a vampire. Will she leave Carter after everything they have been through? Or will she realize where she belongs and stay with Carter?",Fantasy,32599 Words,Ages 16 and up,4512,104,06-19-2012,"{'change', 'ordinary', 'Silver', 'eyes', 'problem'}",https://www.bookrix.com/_ebook-kaitlyn-fetterman-the-girl-with-silver-eyes/,https://www.bookrix.com/Books/Download.html?bookID=kait1102_1340131906.5024280548&format=epub
56,Falling,Paige Cunningham,"Angela is your typical teenage girl and, apart from her lack of a love life, is pretty happy. hat is untill drop dead georgious Matt turns up at school. The new boy is sexy, mysterious and strangely familiar. He is also a player and Ang knows better than to get involved with him. However as time goes on she struggles to resisit him. Just when her life couldn't get any worse a serial killer starts murdering local girls. A serial killer that seems to be targeting her. What is the link between the killer and the irresistable Matt? Can she controll her feelings enough no to get hurt? It becomes clear that Matt isn't all that he seems and what he is hiding will change her life forever...",Fantasy,15050 Words,Ages 0 and up,4412,233,12-03-2010,,https://www.bookrix.com/_ebook-paige-cunningham-falling/,https://www.bookrix.com/Books/Download.html?bookID=paigemae23_1291404364.6092660427&format=epub
57,Parting The Veil of Worlds,John Stormm,A family of modern day witches make an important discovery in the woods during the Solstice.,Fantasy,4567 Words,Ages 0 and up,4374,317,01-22-2009,"{'matriarch', 'Sundog', 'witch', 'faery', 'druid'}",https://www.bookrix.com/_ebook-john-stormm-parting-the-veil-of-worlds/,https://www.bookrix.com/Books/Download.html?bookID=stormm_1232604441.2755510807&format=epub
58,My Pokemon Adventure,Melissa Nichols,"Young Kiara has waited ten years to get her first Pokemon and start a life of adventure and fun. She is eager to leave her small hometown and takes to life with Pokemon with ease. Follow her and her Pokemon through their adventures as they battle their way through the Despot Region, gaining strength, friendships and a life of fun.",Fantasy,10459 Words,Ages 14 and up,4323,47,07-24-2011,"{'Kiara', 'Despot Region', 'Chikorita', 'Pokemon'}",https://www.bookrix.com/_ebook-melissa-nichols-my-pokemon-adventure/,
59,Demon Day,Penelope Fletcher,"Rae Wilder Novels: Book Two.

Rae is falling into darkness. Grieving the death of her friend at the hand of dark magics, she is full of hate and vengeance. Tracking Devlin and his followers across demon territory, she is forced to turn to the local shifter pack for help. Tricked into rescuing the Pack Alpha’s daughters from the Temple, she learns there really is no place more dangerous than home. Breandan the fairy is done being patient. He wants Rae to stand by his side and refuses any claim they are not destined to be. Unsure, Rae denies him the right to have her, but will the urges of her nature and the strength of their bond allow her to walk away? Then there is Tomas, the alluring vampire who needs her help. But what exactly does he expect of her, and is the cost of helping him worth turning her back on life itself? Courted by the dark, and in love with the light, Rae must choose her path, or face the burden of Rupturing the world once more.

Young Adult: British English (BrE).",Fantasy,2 Words,Ages 0 and up,4297,159,05-07-2011,"{'Fairy', 'Fantasy', 'Paranormal', 'Shifter', 'Goblin', 'Vampire', 'Witch', 'Supernatural,... Show more'}",https://www.bookrix.com/_ebook-penelope-fletcher-demon-day/,https://www.bookrix.com/Books/Download.html?bookID=missfletcher_1304757863.4130840302&format=epub
